                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.1791,                 1.4165,                 1.5207,                0.18227,                0.36607,                 0.1252,                0.07091,                 1.7054,                  3.934,                 2.0324,             0.00084184,             0.00084184,             0.00084184
                    153,                 1.1737,                 1.4151,                 1.5211,                0.20263,                0.47321,                0.13727,                0.08091,                 1.6863,                 3.6044,                 2.0424,             0.00083633,             0.00083633,             0.00083633
                    154,                 1.1668,                 1.4319,                 1.5324,                0.19148,                0.40179,                0.14866,                0.08711,                  1.629,                  4.076,                 1.9737,             0.00083083,             0.00083083,             0.00083083
                    155,                 1.1547,                 1.3796,                 1.5115,                0.18317,                0.41964,                0.11565,                0.06669,                 1.7449,                 3.3609,                 2.0686,             0.00082533,             0.00082533,             0.00082533
                    156,                 1.1819,                  1.393,                 1.5209,                0.16598,                0.46429,                0.13138,                0.07559,                  1.634,                 3.8007,                 1.9734,             0.00081983,             0.00081983,             0.00081983
                    157,                 1.1815,                 1.3844,                 1.5154,                0.19716,                 0.4375,                0.14502,                0.08287,                 1.6934,                 3.7228,                 2.0167,             0.00081433,             0.00081433,             0.00081433
                    158,                  1.194,                 1.4401,                 1.5442,                 0.1797,                0.38393,                0.11447,                0.06151,                 1.6772,                 4.0409,                 1.9715,             0.00080883,             0.00080883,             0.00080883
                    159,                 1.1553,                 1.4133,                 1.5046,                0.16874,                0.41071,                0.11445,                0.06433,                 1.7154,                 3.6306,                 2.0479,             0.00080333,             0.00080333,             0.00080333
                    160,                 1.1581,                 1.3915,                 1.5241,                0.18071,                0.39286,                0.12403,                0.06776,                 1.6443,                 3.4754,                 1.9728,             0.00079783,             0.00079783,             0.00079783
                    161,                 1.1315,                 1.3581,                 1.4945,                0.19978,                0.30357,                0.13893,                0.07458,                 1.6463,                 3.5738,                 1.9671,             0.00079233,             0.00079233,             0.00079233
                    162,                 1.1296,                 1.3876,                  1.507,                0.18242,                0.36607,                0.13188,                0.07416,                 1.6213,                  3.667,                 1.9415,             0.00078682,             0.00078682,             0.00078682
                    163,                 1.1581,                 1.3998,                 1.5104,                0.20475,                0.35632,                0.12568,                0.06792,                 1.6387,                 3.5834,                 1.9463,             0.00078132,             0.00078132,             0.00078132
                    164,                 1.1244,                 1.3803,                 1.4963,                0.18879,                0.43428,                0.13967,                0.07928,                  1.631,                  3.697,                 1.9615,             0.00077582,             0.00077582,             0.00077582
                    165,                 1.1445,                  1.418,                 1.5082,                0.18263,                0.39101,                0.12982,                0.07233,                 1.6651,                 3.4604,                 1.9589,             0.00077032,             0.00077032,             0.00077032
                    166,                 1.1648,                 1.4006,                 1.5197,                0.18733,                0.40179,                0.13712,                0.07483,                 1.6517,                 3.8228,                 2.0042,             0.00076482,             0.00076482,             0.00076482
                    167,                 1.1775,                 1.4054,                 1.5261,                0.20182,                0.35714,                0.12634,                0.07316,                 1.6095,                 3.7292,                 1.9247,             0.00075932,             0.00075932,             0.00075932
                    168,                 1.1081,                 1.3316,                 1.4855,                0.19089,                0.41071,                0.12247,                0.06543,                 1.6845,                  4.053,                 2.0356,             0.00075382,             0.00075382,             0.00075382
                    169,                  1.155,                 1.4001,                 1.4972,                0.19437,                  0.375,                 0.1239,                  0.066,                 1.7231,                 3.7724,                  2.055,             0.00074832,             0.00074832,             0.00074832
                    170,                 1.1167,                 1.3323,                  1.473,                0.17243,                0.47254,                0.12137,                0.06331,                 1.7158,                 3.9902,                 2.0589,             0.00074282,             0.00074282,             0.00074282
                    171,                 1.1337,                  1.344,                 1.4833,                 0.1977,                0.40179,                0.12687,                0.06812,                 1.7151,                 3.7334,                 2.0179,             0.00073731,             0.00073731,             0.00073731
                    172,                 1.1382,                 1.3739,                 1.4898,                0.15934,                0.41964,                0.13655,                0.07707,                 1.6662,                 3.8214,                 1.9862,             0.00073181,             0.00073181,             0.00073181
                    173,                 1.1563,                   1.36,                 1.5071,                0.15632,                0.42857,                0.11108,                0.05978,                 1.6599,                 3.9348,                 2.0566,             0.00072631,             0.00072631,             0.00072631
                    174,                 1.1252,                 1.3465,                 1.4615,                0.16247,                0.51786,                0.12832,                0.07111,                 1.6972,                 3.9698,                 2.0503,             0.00072081,             0.00072081,             0.00072081
                    175,                 1.1053,                 1.2941,                 1.4757,                0.18077,                0.47321,                 0.1395,                0.07735,                 1.6647,                 4.0545,                 1.9771,             0.00071531,             0.00071531,             0.00071531
                    176,                 1.1387,                 1.3315,                 1.4826,                0.16216,                 0.4375,                0.13684,                 0.0759,                 1.6918,                 3.6049,                 1.9609,             0.00070981,             0.00070981,             0.00070981
                    177,                 1.1426,                 1.3659,                 1.5002,                0.19264,                0.35714,                0.13636,                0.06956,                 1.7556,                 3.7891,                  2.004,             0.00070431,             0.00070431,             0.00070431
                    178,                 1.0915,                 1.3028,                 1.4558,                0.18277,                 0.4375,                0.13934,                0.07529,                  1.742,                 3.7098,                 2.0703,             0.00069881,             0.00069881,             0.00069881
                    179,                 1.1152,                  1.339,                 1.4723,                0.16957,                0.48214,                0.14377,                0.07867,                 1.6474,                 3.6767,                 1.9661,             0.00069331,             0.00069331,             0.00069331
